user,server,ilp_user,ilp_time,greedy_user,greedy_time,dqn_user,dqn_time,td3_user,td3_time,ddpg_user,ddpg_time
500.0,20.0,189.0,0.49448170000050595,171.0,0.03286660000048869,246.0,0.005327899999429064,246.0,0.006663000000116881,246.0,0.006675300000097195
500.0,20.0,192.0,0.3918508999995538,181.0,0.031617499999811116,206.0,0.004906000000119093,206.0,0.0063524000006509596,206.0,0.006164999999782594
500.0,20.0,213.0,0.4800086999994164,199.0,0.035842300000695104,271.0,0.005669899999702466,271.0,0.006827199999861477,271.0,0.006067100000109349
500.0,20.0,215.0,0.5120349999997416,200.0,0.03308500000002823,268.0,0.005307100000209175,268.0,0.006615000000238069,268.0,0.00745679999999993
500.0,20.0,202.0,0.3733642000006512,183.0,0.03585509999993519,246.0,0.005416499999228108,246.0,0.008556599999792525,246.0,0.005981899999824236
500.0,20.0,202.0,0.41860759999963193,186.0,0.03322269999989658,250.0,0.005960199999208271,250.0,0.006726099999468715,250.0,0.007791699999870616
500.0,20.0,186.0,0.4359739000001355,176.0,0.031466700000237324,240.0,0.005264600000373321,240.0,0.006756899999345478,240.0,0.00835579999966285
500.0,20.0,198.0,0.9697249999999258,171.0,0.037353499999881024,264.0,0.005392600000050152,264.0,0.008291899999676389,264.0,0.0070770000002085
500.0,20.0,200.0,0.3334056000003329,181.0,0.0366610999999466,261.0,0.00537720000011177,261.0,0.006635499999902095,261.0,0.006637000000409898
500.0,20.0,202.0,25.247683999999936,181.0,0.03598909999982425,257.0,0.005047700000432087,257.0,0.007147700000132318,257.0,0.0058794999995370745
500.0,20.0,190.0,0.45145030000003317,174.0,0.033332899999550136,255.0,0.005720799999835435,255.0,0.006977000000006228,255.0,0.00629540000045381
500.0,20.0,193.0,0.3681673999999475,183.0,0.035143799999787007,227.0,0.005041799999162322,227.0,0.0064702999998189625,227.0,0.007815699999810022
500.0,20.0,206.0,0.4398286999994525,184.0,0.03353700000025128,284.0,0.00521279999975377,284.0,0.008036899999751768,284.0,0.007883899999796995
500.0,20.0,203.0,0.302707000000737,188.0,0.032434400000056485,240.0,0.005095699999401404,240.0,0.008197600000130478,240.0,0.007537799999226991
500.0,20.0,178.0,21.058172099999865,167.0,0.029532800000197312,212.0,0.004937599999720987,212.0,0.006896500000038941,212.0,0.00577770000018063
500.0,20.0,203.0,0.3274967999996079,178.0,0.03740860000016255,281.0,0.005228400000305555,281.0,0.007041300000310002,281.0,0.006270199999562465
500.0,20.0,202.0,0.391269600000669,188.0,0.036788599999454163,248.0,0.005076700000245182,248.0,0.006670699999631324,248.0,0.006674299999758659
500.0,20.0,190.0,0.6958780000004481,182.0,0.03241340000022319,246.0,0.0050292999994780985,246.0,0.006666799999948125,246.0,0.00654090000080032
500.0,20.0,202.0,0.305628500000239,192.0,0.032944700000371085,246.0,0.005000199999813049,246.0,0.006606899999496818,246.0,0.006480000000010477
500.0,20.0,198.0,0.3079330000000482,178.0,0.029557300000305986,241.0,0.005926900000304158,241.0,0.006691800000226067,241.0,0.005953999999292137
500.0,20.0,189.0,0.2999323000003642,169.0,0.034869399999479356,253.0,0.005134199999702105,253.0,0.006597200000214798,253.0,0.00645040000017616
500.0,20.0,164.0,0.30982940000012604,154.0,0.031059400000231108,184.0,0.004808100000445847,184.0,0.007854800000131945,184.0,0.00721129999965342
500.0,20.0,197.0,0.555591800000002,182.0,0.03271800000038638,254.0,0.005216100000325241,254.0,0.008444400000371388,254.0,0.00988969999980327
500.0,20.0,206.0,0.3066146999999546,188.0,0.03466599999956088,256.0,0.005164899999726913,256.0,0.008551599999918835,256.0,0.005983699999887904
500.0,20.0,212.0,0.3701633999999103,191.0,0.036330899999484245,270.0,0.0060517000001709675,270.0,0.007043999999950756,270.0,0.0067475999994712765
500.0,20.0,209.0,22.97849810000025,189.0,0.03478259999974398,263.0,0.005243399999926623,263.0,0.008512399999744957,263.0,0.007467299999916577
500.0,20.0,212.0,25.271613800000523,195.0,0.036560800000188465,256.0,0.005104199999550474,256.0,0.008085700000265206,256.0,0.0064714999998614076
500.0,20.0,211.0,0.30763500000011845,190.0,0.03301660000033735,263.0,0.005064599999968777,263.0,0.007748799999717448,263.0,0.008174800000233517
500.0,20.0,210.0,0.4142082999997001,193.0,0.03226170000016282,284.0,0.005477400000017951,284.0,0.006787600000279781,284.0,0.006263299999773153
500.0,20.0,199.0,0.32350270000006276,183.0,0.03389300000071671,238.0,0.0050393999999869266,238.0,0.007144299999708892,238.0,0.005748399999902176
500.0,20.0,206.0,0.30832099999952334,185.0,0.031825999999455235,268.0,0.005279500000142434,268.0,0.008389800000259129,268.0,0.007672299999285315
500.0,20.0,207.0,0.3038855999993757,185.0,0.03236350000042876,263.0,0.0053544000002148096,263.0,0.006625999999414489,263.0,0.0065457999999125605
500.0,20.0,204.0,25.24701080000068,186.0,0.03949899999952322,279.0,0.005328299999746378,279.0,0.007208099999843398,279.0,0.00604509999993752
500.0,20.0,217.0,0.3340170000001308,198.0,0.03556250000019645,305.0,0.005536300000130723,305.0,0.006787399999666377,305.0,0.0078002999998716405
500.0,20.0,188.0,0.4796556999999666,170.0,0.033166000000164786,244.0,0.005438299999696028,244.0,0.007721099999798753,244.0,0.008324800000082178
500.0,20.0,215.0,0.32950179999988904,181.0,0.038788900000326976,301.0,0.005774799999926472,301.0,0.006702900000163936,301.0,0.008414799999627576
500.0,20.0,192.0,0.43626790000053006,176.0,0.030851000000438944,245.0,0.00522480000017822,245.0,0.006559399999787274,245.0,0.0060606999995798105
500.0,20.0,194.0,0.3104717999995046,178.0,0.032039800000347896,255.0,0.005520499999875028,255.0,0.006601699999919219,255.0,0.007570599999780825
500.0,20.0,201.0,0.5237268000000768,184.0,0.033426699999836273,256.0,0.0050423000002410845,256.0,0.006913100000019767,256.0,0.007714099999247992
500.0,20.0,218.0,0.3147862999994686,198.0,0.036474200000157,294.0,0.005574499999966065,294.0,0.006778700000722893,294.0,0.007224500000120315
500.0,20.0,200.0,0.7010594999992463,190.0,0.03151510000043345,231.0,0.005045300000347197,231.0,0.007042899999760266,231.0,0.006022900000061782
500.0,20.0,199.0,0.43595770000047196,182.0,0.034893400000328256,258.0,0.005036499999732769,258.0,0.0076176000002305955,258.0,0.007595000000037544
500.0,20.0,196.0,0.3306574999996883,178.0,0.03414320000047155,249.0,0.0050578000000314205,249.0,0.007975599999554106,249.0,0.007848100000046543
500.0,20.0,187.0,0.3060931999998502,167.0,0.03177099999993516,235.0,0.0049709000004440895,235.0,0.007990399999471265,235.0,0.007676400000491412
500.0,20.0,190.0,0.3086853999993764,178.0,0.02993049999986397,248.0,0.004985599999599799,248.0,0.0080206000002363,248.0,0.007375500000307511
500.0,20.0,196.0,0.31133739999950194,178.0,0.03491940000003524,270.0,0.005238800000370247,270.0,0.008643000000120082,270.0,0.007184799999777169
500.0,20.0,203.0,0.3610348000001977,189.0,0.03446950000034121,251.0,0.005250100000012026,251.0,0.007890199999565084,251.0,0.007622299999638926
500.0,20.0,198.0,0.5096054000005097,179.0,0.0331876000000193,249.0,0.005016299999624607,249.0,0.006589600000552309,249.0,0.007536499999332591
500.0,20.0,177.0,0.3131691000007777,168.0,0.03141520000008313,234.0,0.0057069000004048576,234.0,0.00657000000046537,234.0,0.006221999999979744
500.0,20.0,184.0,0.3475668000000951,169.0,0.03163909999966563,224.0,0.005445699999654607,224.0,0.006491000000096392,224.0,0.007631499999661173
500.0,40.0,354.0,0.960118699999839,329.0,0.06708070000058797,394.0,0.008943400000134716,394.0,0.01331549999940762,394.0,0.013198599999668659
500.0,40.0,315.0,0.645138599999882,292.0,0.06064489999971556,354.0,0.008563099999264523,354.0,0.01179969999975583,354.0,0.01120230000014999
500.0,40.0,338.0,0.6133281000002171,313.0,0.06728230000044277,372.0,0.008526200000233075,372.0,0.013504000000466476,372.0,0.010420399999929941
500.0,40.0,342.0,1.6659504999997807,325.0,0.062213299999712035,386.0,0.008309999999255524,386.0,0.01434640000024956,386.0,0.012913900000057765
500.0,40.0,327.0,0.8140893999998298,308.0,0.06279489999997168,367.0,0.008414500000071712,367.0,0.012749700000313169,367.0,0.011484200000268174
500.0,40.0,337.0,0.8333618999995451,309.0,0.06242920000022423,390.0,0.009773900000254798,390.0,0.014936200000192912,390.0,0.012930400000186637
500.0,40.0,370.0,21.934307100000296,342.0,0.06365389999973559,398.0,0.008479999999508436,398.0,0.013942600000518723,398.0,0.013218500000220956
500.0,40.0,344.0,0.68616320000001,323.0,0.06247270000039862,358.0,0.008346399999936693,358.0,0.011587899999540241,358.0,0.010800199999721372
500.0,40.0,366.0,0.5603938999993261,333.0,0.061193399999865505,406.0,0.008501299999807088,406.0,0.013815299999805575,406.0,0.012855400000262307
500.0,40.0,321.0,0.6180640000002313,295.0,0.058638600000449514,362.0,0.00859400000081223,362.0,0.011740199999621836,362.0,0.010837499999979627
500.0,40.0,345.0,1.3221405999993294,312.0,0.0619328000002497,385.0,0.008472299999993993,385.0,0.011617000000114786,385.0,0.010779000000184169
500.0,40.0,336.0,0.643829800000276,310.0,0.0602456999995411,389.0,0.008386900000004971,389.0,0.013646200000039244,389.0,0.012723399999231333
500.0,40.0,324.0,0.6771466999998665,300.0,0.060675899999296234,346.0,0.009032899999510846,346.0,0.012482600000112143,346.0,0.010424699999930453
500.0,40.0,340.0,0.6131174999991345,319.0,0.06387900000027003,374.0,0.009983600000850856,374.0,0.01181059999998979,374.0,0.011998999999377702
500.0,40.0,319.0,1.544986300000346,299.0,0.06047649999982241,358.0,0.00879609999992681,358.0,0.011040599999432743,358.0,0.01203099999929691
500.0,40.0,331.0,0.7161956999998438,307.0,0.062040100000558596,368.0,0.008684899999934714,368.0,0.0124881000001551,368.0,0.013199699999859149
500.0,40.0,321.0,0.6760582000006252,302.0,0.06078579999939393,372.0,0.008711399999810965,372.0,0.01325009999982285,372.0,0.012317100000473147
500.0,40.0,336.0,1.6837550000000192,306.0,0.06091229999947245,365.0,0.008480899999995017,365.0,0.013943499999186315,365.0,0.011975400000665104
500.0,40.0,301.0,0.6082590999994864,286.0,0.06378730000051291,325.0,0.0093075000004319,325.0,0.011224799999581592,325.0,0.013947399999779009
500.0,40.0,291.0,0.6366894000002503,274.0,0.06255120000059833,334.0,0.008871400000316498,334.0,0.01128300000073068,334.0,0.012936400000398862
500.0,40.0,304.0,25.519706300000507,284.0,0.06222269999943819,343.0,0.008288000000902684,343.0,0.01140890000078798,343.0,0.01158320000013191
500.0,40.0,337.0,25.452766800000063,316.0,0.06530779999957304,398.0,0.008731099999749858,398.0,0.012742400000206544,398.0,0.013031600000431354
500.0,40.0,297.0,0.6407970999998724,273.0,0.060765400000491354,341.0,0.008235100000092643,341.0,0.011091299999861803,341.0,0.011154300000271178
500.0,40.0,352.0,0.5967789999995148,324.0,0.06260970000039379,399.0,0.008642100000542996,399.0,0.010905799999818555,399.0,0.01275789999999688
500.0,40.0,348.0,0.646769700000732,323.0,0.06534499999997934,375.0,0.008220300000175484,375.0,0.01103880000027857,375.0,0.010801500000525266
500.0,40.0,346.0,0.6924669999998514,311.0,0.0600150999998732,384.0,0.008533799999895564,384.0,0.011230300000534044,384.0,0.010048099999949045
500.0,40.0,349.0,0.695451999999932,324.0,0.06972889999997278,373.0,0.009004800000184332,373.0,0.014016399999491114,373.0,0.012658599999667786
500.0,40.0,327.0,0.8151993999999831,305.0,0.05966179999995802,361.0,0.008404799999880197,361.0,0.011357299999872339,361.0,0.01017130000036559
500.0,40.0,337.0,0.6864647000002151,311.0,0.06009809999977733,375.0,0.008951499999966472,375.0,0.0145410000004631,375.0,0.012972900000022491
