user,server,greedy_user,greedy_time,ddpg_user,ddpg_time,td3_user,td3_time
500.0,20.0,192.0,0.03636029999984203,203.0,0.006588500000134445,229.0,0.009425199999895995
500.0,20.0,182.0,0.03482809999991332,236.0,0.008566900000005262,251.0,0.008533899999974892
500.0,20.0,170.0,0.03071599999998398,205.0,0.007771599999841783,216.0,0.007490899999993417
500.0,20.0,198.0,0.03440010000008442,234.0,0.007560000000012224,269.0,0.0064746000000468484
500.0,20.0,167.0,0.03392389999999068,211.0,0.007906800000000658,231.0,0.007966600000145263
500.0,20.0,190.0,0.038135300000021743,232.0,0.006772599999976592,259.0,0.006529399999863017
500.0,20.0,175.0,0.03592409999987467,199.0,0.006638300000076924,227.0,0.007028300000001764
500.0,20.0,191.0,0.03147439999997914,225.0,0.007241100000101142,245.0,0.007674499999893669
500.0,20.0,182.0,0.0323863999999503,205.0,0.007100700000137294,208.0,0.005868499999905907
500.0,20.0,175.0,0.035563599999932194,224.0,0.007294100000081016,244.0,0.006647899999961737
500.0,20.0,189.0,0.03166400000009162,196.0,0.008031399999936184,219.0,0.0074725000001762965
500.0,20.0,182.0,0.03403539999999339,220.0,0.008188799999970797,247.0,0.00645940000003975
500.0,20.0,173.0,0.030458700000053796,200.0,0.006890200000043478,221.0,0.00631729999986419
500.0,20.0,178.0,0.034687000000076296,228.0,0.007920400000102745,233.0,0.008172399999921254
500.0,20.0,177.0,0.03303150000010646,223.0,0.006960100000014791,233.0,0.0061968999998498475
500.0,20.0,172.0,0.03398859999992965,213.0,0.006639599999971324,219.0,0.007018199999947683
500.0,20.0,183.0,0.03280699999982062,232.0,0.006711799999948198,252.0,0.007357899999988149
500.0,20.0,186.0,0.03659689999994953,230.0,0.008355799999890223,262.0,0.007617900000013833
500.0,20.0,178.0,0.0349529000000075,211.0,0.006934699999874283,231.0,0.006452099999933125
500.0,20.0,174.0,0.03361070000005384,218.0,0.006652200000189623,237.0,0.006435300000021016
500.0,20.0,172.0,0.03589640000018335,195.0,0.006783600000062506,212.0,0.007440200000019104
500.0,20.0,186.0,0.036645799999860174,219.0,0.009004499999946347,238.0,0.008007000000134212
500.0,20.0,191.0,0.03182839999999487,228.0,0.006676100000049701,242.0,0.0076240999999299675
500.0,20.0,180.0,0.03605710000010731,226.0,0.008649500000046828,260.0,0.007958499999858759
