user,server,ilp_user,ilp_time,greedy_user,greedy_time,rl_user,rl_time,td3_user,td3_time
200.0,50.0,91.0,0.5824531000107527,77.0,0.02938380000705365,166.0,0.010250899998936802,166.0,0.015012599993497133
200.0,50.0,93.0,0.4980472000024747,83.0,0.03097969999362249,153.0,0.010277299996232614,153.0,0.014446499990299344
300.0,50.0,104.0,0.7194560999923851,85.0,0.04940009998972528,243.0,0.011759000000893138,243.0,0.015992000000551343
300.0,50.0,99.0,0.697841499990318,83.0,0.04488029998901766,255.0,0.01085140000213869,255.0,0.014535399997839704
300.0,50.0,107.0,0.4831319000077201,88.0,0.04159100000106264,245.0,0.010544700009631924,245.0,0.016243100006249733
300.0,50.0,105.0,0.7041485000081593,90.0,0.04411960000288673,245.0,0.010656800004653633,245.0,0.01632509999035392
300.0,50.0,112.0,0.58732739998959,87.0,0.046133600000757724,249.0,0.010973199998261407,249.0,0.0164191999938339
300.0,50.0,105.0,0.6742014000046765,84.0,0.043437700005597435,228.0,0.0122076000116067,228.0,0.017068400004063733
300.0,50.0,104.0,0.7331571000104304,87.0,0.044360200001392514,259.0,0.010738199998741038,259.0,0.014819599993643351
300.0,50.0,107.0,0.5742308000044432,89.0,0.0450801999977557,253.0,0.010748300002887845,253.0,0.01785050000762567
300.0,50.0,103.0,0.6571737000049325,91.0,0.04513990000123158,237.0,0.010569899997790344,237.0,0.017031300012604333
300.0,50.0,101.0,0.5748859000013908,83.0,0.04922220000298694,265.0,0.011322599995764904,265.0,0.01617170000099577
400.0,50.0,106.0,0.7719787999958498,89.0,0.05777309999393765,334.0,0.011271299998043105,334.0,0.015457900008186698
400.0,50.0,111.0,0.6256492999964394,86.0,0.06087850000767503,309.0,0.011290700000245124,309.0,0.015183199997409247
400.0,50.0,115.0,0.5926809000084177,92.0,0.06141090000164695,336.0,0.012077200008207,336.0,0.01554210000904277
400.0,50.0,114.0,0.6988030000065919,95.0,0.061402999999700114,295.0,0.01102089999767486,295.0,0.014976400008890778
400.0,50.0,113.0,0.6586129000061192,91.0,0.055307500006165355,319.0,0.011311599999316968,319.0,0.015776300002471544
400.0,50.0,113.0,0.9016134999983478,84.0,0.05840320000424981,326.0,0.012456500000553206,326.0,0.015307099994970486
400.0,50.0,109.0,0.6099259999900823,89.0,0.05911470000864938,345.0,0.011365099999238737,345.0,0.015417500006151386
400.0,50.0,106.0,0.7329996000044048,90.0,0.06014830000640359,339.0,0.01130989998637233,339.0,0.01727280000341125
400.0,50.0,114.0,0.557376500000828,88.0,0.05949860000691842,345.0,0.011608699991484173,345.0,0.015297899997676723
400.0,50.0,115.0,0.7189516999933403,88.0,0.06089079999946989,324.0,0.011533999990206212,324.0,0.016920699999900535
500.0,50.0,113.0,0.7510413999989396,85.0,0.0774299000040628,392.0,0.011893100003362633,392.0,0.01751759999024216
500.0,50.0,117.0,1.0246669999905862,92.0,0.07510619999084156,434.0,0.012075199992978014,434.0,0.015559599996777251
500.0,50.0,116.0,0.6746521000022767,95.0,0.0697980999975698,400.0,0.011957700000493787,400.0,0.01855200000863988
500.0,50.0,120.0,0.7075755999976536,94.0,0.07915080001112074,432.0,0.0140257000020938,432.0,0.020663200004491955
500.0,50.0,115.0,0.7260760999924969,91.0,0.07636900000215974,410.0,0.012203500009491108,410.0,0.0199239000066882
500.0,50.0,116.0,0.8947598999948241,89.0,0.07331460001296364,415.0,0.011670599997160025,415.0,0.017106300001614727
500.0,50.0,108.0,0.8236142999958247,84.0,0.07362799999827985,397.0,0.01174630000605248,397.0,0.0186054000078002
500.0,50.0,120.0,0.6603156000055606,95.0,0.07712929999979679,434.0,0.01215280000178609,434.0,0.018157400001655333
500.0,50.0,114.0,0.7673395000019809,90.0,0.08081339999625925,400.0,0.012906700008898042,400.0,0.017060300000593998
500.0,50.0,118.0,0.6938688999944134,92.0,0.08066479999979492,423.0,0.011774600003263913,423.0,0.019566399991163053
