user,server,greedy_user,greedy_time,ddpg_user,ddpg_time,td3_user,td3_time
200.0,50.0,160.0,0.031571400000302674,160.0,0.011992600000212406,160.0,0.01225509999994756
200.0,50.0,166.0,0.031167900000127702,166.0,0.012744399999974121,166.0,0.013703600000098959
200.0,50.0,162.0,0.029703500000323402,162.0,0.011695099999997183,162.0,0.014056600000003527
200.0,50.0,161.0,0.03005829999983689,162.0,0.013425200000256154,167.0,0.013614800000141258
200.0,50.0,155.0,0.030269899999893823,154.0,0.01232079999999769,155.0,0.014434899999741901
200.0,50.0,169.0,0.03010580000000118,169.0,0.012416100000336883,169.0,0.01179790000014691
200.0,50.0,173.0,0.03066579999995156,174.0,0.01174520000040502,174.0,0.012926400000196736
200.0,50.0,175.0,0.032775499999843305,173.0,0.012054600000283244,176.0,0.01116169999977501
200.0,50.0,168.0,0.027628199999981007,170.0,0.014253700000153913,170.0,0.011959699999806617
200.0,50.0,160.0,0.028842599999734375,159.0,0.011725899999873945,160.0,0.011082800000167481
200.0,50.0,167.0,0.032806799999889336,167.0,0.015029799999865645,167.0,0.01143080000019836
200.0,50.0,168.0,0.030983899999682762,168.0,0.012078999999630469,168.0,0.012511399999766581
200.0,50.0,147.0,0.03172159999985524,147.0,0.011836399999992864,147.0,0.011166100000082224
200.0,50.0,170.0,0.03168049999976574,172.0,0.0116757000000689,172.0,0.012463400000342517
200.0,50.0,171.0,0.03053989999989426,171.0,0.011829000000034284,171.0,0.011674800000037067
200.0,50.0,162.0,0.03175729999975374,164.0,0.011694799999986571,165.0,0.012465899999824614
200.0,50.0,157.0,0.03175099999998565,155.0,0.013292999999976018,157.0,0.014012699999966571
200.0,50.0,167.0,0.033400799999981245,167.0,0.011686599999848113,167.0,0.011333399999784888
200.0,50.0,173.0,0.032321000000138156,173.0,0.011888099999850965,173.0,0.011368299999958253
200.0,50.0,165.0,0.033680899999581015,164.0,0.013043100000231789,165.0,0.014161000000058266
200.0,50.0,184.0,0.032561600000008184,183.0,0.011605099999997037,184.0,0.011510400000133814
200.0,50.0,163.0,0.029404599999907077,163.0,0.011484099999961472,163.0,0.013294000000314554
200.0,50.0,159.0,0.03534589999981108,158.0,0.01310490000014397,159.0,0.013074299999971117
200.0,50.0,162.0,0.02916010000035385,163.0,0.014067500000237487,163.0,0.013959100000192848
200.0,50.0,169.0,0.029449399999975867,170.0,0.011419800000112446,170.0,0.011590800000249146
200.0,50.0,157.0,0.02941259999988688,157.0,0.012335000000348373,157.0,0.011582300000100076
200.0,50.0,174.0,0.03025919999981852,174.0,0.012433599999894795,174.0,0.012932099999943603
200.0,50.0,164.0,0.03277079999998023,160.0,0.01862329999994472,164.0,0.016015499999866734
200.0,50.0,164.0,0.03191480000032243,164.0,0.011741400000119029,164.0,0.013665800000126183
200.0,50.0,157.0,0.02951870000015333,157.0,0.0118427000002157,157.0,0.013742300000103569
200.0,50.0,165.0,0.02848939999967115,165.0,0.012243199999829812,165.0,0.011387600000034581
200.0,50.0,171.0,0.03233189999991737,171.0,0.013746199999786768,171.0,0.01215440000032686
200.0,50.0,166.0,0.034495500000048196,166.0,0.01843120000012277,169.0,0.015175800000179152
200.0,50.0,152.0,0.02903520000018034,153.0,0.011341299999912735,153.0,0.012065599999914411
200.0,50.0,171.0,0.031524200000148994,172.0,0.013870499999939057,172.0,0.013183199999730277
200.0,50.0,151.0,0.025866700000278797,153.0,0.014845299999706185,153.0,0.013202699999965262
200.0,50.0,154.0,0.03418409999994765,154.0,0.014634499999829131,154.0,0.01679629999989629
200.0,50.0,167.0,0.030594100000143953,167.0,0.011950699999943026,167.0,0.013143099999979313
200.0,50.0,167.0,0.032614100000046164,167.0,0.013199900000017806,167.0,0.013547500000186119
200.0,50.0,165.0,0.030646300000171323,168.0,0.013736799999605864,168.0,0.01172550000001138
200.0,50.0,145.0,0.030846399999973073,145.0,0.011582000000089465,145.0,0.011381700000129058
200.0,50.0,163.0,0.03333980000024894,162.0,0.013703100000384438,163.0,0.015373000000181491
300.0,50.0,249.0,0.0510389999999461,255.0,0.012700199999926554,260.0,0.012534700000287557
300.0,50.0,232.0,0.044365100000050006,242.0,0.01247079999984635,245.0,0.011406100000385777
300.0,50.0,230.0,0.04799350000030245,237.0,0.012610199999926408,238.0,0.01179359999969165
300.0,50.0,243.0,0.04438590000017939,251.0,0.015029599999706988,251.0,0.012481700000080309
300.0,50.0,240.0,0.04602169999998296,247.0,0.01188010000032591,247.0,0.012424999999893771
300.0,50.0,238.0,0.04848679999986416,247.0,0.013045500000316679,251.0,0.013194399999974848
300.0,50.0,251.0,0.04409570000007079,256.0,0.01194179999993139,262.0,0.013735300000007555
300.0,50.0,236.0,0.04440579999982219,246.0,0.01392100000020946,247.0,0.0163089000002401
300.0,50.0,265.0,0.04950830000007045,264.0,0.014639200000146957,268.0,0.013373099999625992
300.0,50.0,231.0,0.04583890000003521,240.0,0.012032099999942147,244.0,0.013264800000342802
300.0,50.0,242.0,0.043681999999989785,242.0,0.012535600000319391,242.0,0.011363300000084564
300.0,50.0,256.0,0.05018989999962287,264.0,0.012361799999780487,264.0,0.011822200000096927
300.0,50.0,242.0,0.05104790000041248,251.0,0.013333700000202953,257.0,0.012267099999917264
300.0,50.0,255.0,0.04281639999999243,257.0,0.012675999999828491,261.0,0.011756700000205456
300.0,50.0,218.0,0.04042329999992944,225.0,0.01411340000004202,227.0,0.013368700000228273
300.0,50.0,249.0,0.04709079999975074,255.0,0.012345099999947706,255.0,0.012168199999905482
300.0,50.0,231.0,0.04291979999970863,230.0,0.012713500000245403,231.0,0.013743599999997969
300.0,50.0,222.0,0.041921800000181975,227.0,0.013011699999879056,228.0,0.011672499999804131
300.0,50.0,241.0,0.04672469999968598,243.0,0.012710999999853811,249.0,0.013081699999929697
300.0,50.0,237.0,0.04652929999974731,243.0,0.012111800000184303,243.0,0.012046900000314054
300.0,50.0,220.0,0.04119239999999991,220.0,0.012241899999935413,228.0,0.014067299999624083
300.0,50.0,238.0,0.047426500000256056,240.0,0.011736300000393385,241.0,0.013141300000370393
300.0,50.0,247.0,0.04259550000006129,254.0,0.012409999999817956,258.0,0.011796400000093854
300.0,50.0,246.0,0.044406099999832804,257.0,0.011897500000031869,259.0,0.014093399999637768
300.0,50.0,233.0,0.04334089999974822,233.0,0.012124500000027183,234.0,0.01272770000014134
300.0,50.0,243.0,0.043901699999878474,248.0,0.012405299999954877,255.0,0.012255000000095606
300.0,50.0,235.0,0.05010050000009869,244.0,0.012230899999849498,248.0,0.014501399999971909
300.0,50.0,240.0,0.04372220000004745,246.0,0.013520199999675242,251.0,0.014523400000143738
300.0,50.0,241.0,0.046218100000260165,239.0,0.014038099999652331,250.0,0.012498500000219792
300.0,50.0,240.0,0.04445420000001832,245.0,0.012681300000167539,246.0,0.014904300000125659
300.0,50.0,232.0,0.06567630000017743,234.0,0.012245299999904091,238.0,0.01608699999997043
300.0,50.0,240.0,0.04560899999978574,248.0,0.012306399999943096,251.0,0.012701499999820953
300.0,50.0,238.0,0.04350560000011683,237.0,0.01456000000007407,244.0,0.01549139999997351
300.0,50.0,229.0,0.047543099999984406,234.0,0.013002000000142289,236.0,0.015365899999778776
300.0,50.0,252.0,0.04701429999977336,257.0,0.013789300000098592,257.0,0.013173800000004121
300.0,50.0,244.0,0.04452590000028067,245.0,0.014201299999967887,247.0,0.012714099999811879
300.0,50.0,228.0,0.04245149999997011,240.0,0.01221639999994295,242.0,0.014033899999958521
300.0,50.0,268.0,0.049292200000309094,268.0,0.013493599999947037,273.0,0.013015300000006391
300.0,50.0,247.0,0.041324599999825296,255.0,0.011966999999913241,258.0,0.014055200000257173
300.0,50.0,248.0,0.04681290000007721,247.0,0.01200380000000223,250.0,0.011871000000155618
300.0,50.0,243.0,0.04614720000017769,243.0,0.012447500000234868,247.0,0.01240570000027219
300.0,50.0,220.0,0.041432199999690056,232.0,0.012018699999771343,236.0,0.014607999999952881
300.0,50.0,237.0,0.04009319999977379,241.0,0.011992100000043138,241.0,0.011947200000122393
300.0,50.0,248.0,0.045730599999842525,251.0,0.013037600000188831,254.0,0.01490460000013627
300.0,50.0,248.0,0.046696300000348856,250.0,0.014332399999602785,251.0,0.012737399999878107
300.0,50.0,241.0,0.0484519999999975,245.0,0.014284899999893241,249.0,0.015184300000328221
300.0,50.0,240.0,0.04388810000000376,245.0,0.012239300000146613,245.0,0.012087900000096852
300.0,50.0,253.0,0.04619780000030005,261.0,0.012406199999986711,262.0,0.011233900000206631
300.0,50.0,231.0,0.042515199999797915,239.0,0.012232900000071822,239.0,0.01428410000016811
300.0,50.0,221.0,0.03964769999993223,225.0,0.012052200000198354,225.0,0.013112900000123773
400.0,50.0,303.0,0.059111399999892456,307.0,0.014937599999939266,316.0,0.014225200000055338
400.0,50.0,316.0,0.060930000000098516,330.0,0.013008100000206468,337.0,0.012302600000111852
400.0,50.0,316.0,0.05952060000026904,328.0,0.014352499999858992,336.0,0.014506900000014866
400.0,50.0,293.0,0.05966939999962051,303.0,0.013341500000024098,305.0,0.012557399999877816
400.0,50.0,292.0,0.05923930000017208,299.0,0.012970599999789556,308.0,0.01370569999971849
400.0,50.0,316.0,0.05735210000011648,324.0,0.013373199999932694,327.0,0.015521399999670393
400.0,50.0,320.0,0.06382040000016787,343.0,0.012509599999702914,347.0,0.013497400000233029
400.0,50.0,300.0,0.05931490000011763,321.0,0.01393869999992603,330.0,0.015892999999778112
400.0,50.0,292.0,0.05812729999979638,304.0,0.012833100000079867,311.0,0.013458899999932328
400.0,50.0,305.0,0.06490900000017064,317.0,0.014348900000186404,329.0,0.014622899999721994
400.0,50.0,303.0,0.06998730000032083,322.0,0.01237970000011046,329.0,0.016248999999788794
400.0,50.0,324.0,0.06029279999984283,346.0,0.013729300000250078,354.0,0.014699500000006083
400.0,50.0,307.0,0.064641599999959,320.0,0.015685100000155217,327.0,0.01683920000004946
400.0,50.0,325.0,0.0589855000002899,334.0,0.01327820000005886,349.0,0.015550500000244938
400.0,50.0,335.0,0.08456810000006953,346.0,0.015266100000189908,349.0,0.01526800000010553
400.0,50.0,291.0,0.05508360000021639,298.0,0.014395199999853503,304.0,0.01532790000010209
400.0,50.0,320.0,0.06187899999986257,330.0,0.013222699999914767,333.0,0.012317700000039622
400.0,50.0,319.0,0.06144300000005387,329.0,0.01392489999989266,339.0,0.015993900000012218
400.0,50.0,336.0,0.06567490000043108,349.0,0.012748000000101456,355.0,0.012289100000089093
400.0,50.0,318.0,0.07483199999978751,331.0,0.01639580000028218,332.0,0.01360900000008769
400.0,50.0,293.0,0.060067000000344706,298.0,0.013084900000194466,303.0,0.012699800000063988
400.0,50.0,307.0,0.06598650000023554,326.0,0.014095300000008137,342.0,0.015610799999649316
400.0,50.0,299.0,0.06919809999999416,315.0,0.014018299999861483,323.0,0.012336900000263995
400.0,50.0,289.0,0.06228689999989001,302.0,0.01470629999994344,303.0,0.014298699999926612
400.0,50.0,289.0,0.08846960000028048,314.0,0.013269099999888567,321.0,0.013480400000389636
400.0,50.0,297.0,0.05691239999987374,300.0,0.015198600000076112,313.0,0.01547519999985525
400.0,50.0,316.0,0.06575689999999668,340.0,0.01302480000003925,344.0,0.015245099999901868
400.0,50.0,316.0,0.06862090000004173,334.0,0.013751200000115205,338.0,0.014273400000092806
400.0,50.0,312.0,0.05805740000005244,328.0,0.01432199999999284,331.0,0.015867600000092352
400.0,50.0,314.0,0.05891380000002755,332.0,0.01373600000033548,341.0,0.012226299999838375
400.0,50.0,303.0,0.0639616999997088,324.0,0.01315889999978026,327.0,0.012789300000349613
400.0,50.0,306.0,0.05704890000015439,327.0,0.01390460000038729,326.0,0.014519100000143226
400.0,50.0,324.0,0.0713448999999855,340.0,0.015285599999970145,344.0,0.015969800000220857
400.0,50.0,311.0,0.059076699999877746,333.0,0.014500700000098732,338.0,0.013873100000182603
400.0,50.0,299.0,0.05676510000012058,315.0,0.012886299999991024,326.0,0.013100799999847368
400.0,50.0,302.0,0.0627411000000393,309.0,0.012486399999943387,323.0,0.014207100000021455
400.0,50.0,296.0,0.056680799999867304,300.0,0.012857199999871227,307.0,0.012186700000256678
400.0,50.0,284.0,0.05659160000004704,309.0,0.013727199999721051,311.0,0.0158078999997997
400.0,50.0,312.0,0.0639446999998654,333.0,0.013895300000058342,337.0,0.012856400000146095
400.0,50.0,318.0,0.059037200000148005,343.0,0.016144700000040757,346.0,0.016343700000106764
400.0,50.0,329.0,0.06249160000015763,352.0,0.012336299999788025,363.0,0.012566400000196154
400.0,50.0,295.0,0.06033579999984795,314.0,0.012246599999798491,323.0,0.015600600000198028
400.0,50.0,313.0,0.06239219999997658,321.0,0.012693899999703717,323.0,0.012071799999830546
400.0,50.0,307.0,0.06004320000010921,321.0,0.013235699999768258,329.0,0.012782899999820074
400.0,50.0,315.0,0.06308439999975235,342.0,0.014208200000211946,349.0,0.014888600000176666
400.0,50.0,282.0,0.05817079999997077,304.0,0.014317799999844283,311.0,0.015193700000054378
400.0,50.0,324.0,0.06181029999970633,332.0,0.015157900000303925,342.0,0.0166122999999061
400.0,50.0,290.0,0.06715940000003684,304.0,0.01435799999990195,308.0,0.015224700000089797
400.0,50.0,306.0,0.0628311999998914,322.0,0.012424300000020594,328.0,0.014082000000144035
400.0,50.0,316.0,0.05840600000010454,323.0,0.014135599999917758,331.0,0.013613799999802723
500.0,50.0,360.0,0.07748200000014549,404.0,0.013919200000145793,401.0,0.01414569999997184
500.0,50.0,346.0,0.07804570000007516,381.0,0.01296230000025389,403.0,0.013933100000031118
500.0,50.0,377.0,0.0871356000002379,409.0,0.014670300000034331,420.0,0.014980999999806954
500.0,50.0,375.0,0.07197349999978542,412.0,0.013433500000246568,433.0,0.01624130000027435
500.0,50.0,382.0,0.0802067999998144,402.0,0.014800899999954709,420.0,0.015101699999831908
500.0,50.0,364.0,0.08017610000024433,400.0,0.013431800000034855,407.0,0.014952099999845814
500.0,50.0,364.0,0.08130049999999756,391.0,0.015552100000149949,402.0,0.014845700000023498
500.0,50.0,358.0,0.0734879000001456,391.0,0.014027599999735685,399.0,0.016997100000025966
500.0,50.0,381.0,0.0903904000001603,403.0,0.01602599999978338,412.0,0.018157599999995
500.0,50.0,381.0,0.08260220000011032,408.0,0.01612139999997453,415.0,0.015043600000353763
500.0,50.0,361.0,0.08416790000001129,394.0,0.013715699999920616,411.0,0.013103599999794824
500.0,50.0,385.0,0.1055236000001969,399.0,0.013650800000050367,424.0,0.014344799999889801
500.0,50.0,360.0,0.08313380000026882,390.0,0.014780400000290683,398.0,0.016497699999945326
500.0,50.0,363.0,0.07247189999998227,384.0,0.015471400000024005,392.0,0.013917399999627378
500.0,50.0,367.0,0.07573950000005425,400.0,0.014982700000018667,421.0,0.016328400000020338
500.0,50.0,353.0,0.07629159999987678,389.0,0.015488099999856786,405.0,0.014297199999873555
500.0,50.0,365.0,0.07609649999994872,409.0,0.016709699999864824,424.0,0.01387380000005578
500.0,50.0,350.0,0.07658579999997528,383.0,0.014087300000028335,393.0,0.016298399999868707
500.0,50.0,358.0,0.07682769999973971,404.0,0.016406499999902735,421.0,0.017287600000145176
500.0,50.0,392.0,0.07594209999979284,422.0,0.013737199999923178,437.0,0.014030499999989843
500.0,50.0,371.0,0.08273969999982,403.0,0.0141142000002219,430.0,0.016044000000420056
500.0,50.0,378.0,0.075784399999975,418.0,0.014264899999943736,427.0,0.016978800000288174
500.0,50.0,342.0,0.07498899999973219,373.0,0.013856800000212388,381.0,0.01256020000028002
500.0,50.0,365.0,0.07903400000031979,408.0,0.013272299999698589,424.0,0.01285280000001876
500.0,50.0,364.0,0.07565489999979036,390.0,0.013723400000344554,419.0,0.013797700000395707
500.0,50.0,371.0,0.08072599999968588,407.0,0.013458099999752449,417.0,0.01680430000033084
500.0,50.0,374.0,0.08033419999992475,395.0,0.015863899999658315,417.0,0.01668070000005173
500.0,50.0,374.0,0.08255499999995664,412.0,0.015772799999922427,412.0,0.01469470000029105
500.0,50.0,375.0,0.07364379999989978,396.0,0.01342079999994894,406.0,0.014157300000078976
500.0,50.0,371.0,0.07472680000000764,405.0,0.014989300000252115,428.0,0.017000800000005256
500.0,50.0,370.0,0.08046280000007755,407.0,0.01653119999991759,425.0,0.01643400000011752
500.0,50.0,397.0,0.07935899999984031,408.0,0.013736800000060612,432.0,0.01747269999987111
500.0,50.0,389.0,0.07517680000000837,408.0,0.013780899999801477,425.0,0.014574599999832571
500.0,50.0,335.0,0.0812593000000561,365.0,0.014779899999666668,383.0,0.014717199999722652
500.0,50.0,367.0,0.08036290000018198,415.0,0.01634029999968334,417.0,0.017978499999571795
500.0,50.0,377.0,0.07435720000012225,401.0,0.015319300000101066,419.0,0.015914199999770062
500.0,50.0,364.0,0.07877650000000358,384.0,0.023410600000261184,393.0,0.0236469000001307
500.0,50.0,357.0,0.07826479999994262,404.0,0.014743299999736337,422.0,0.01570080000010421
500.0,50.0,382.0,0.07751409999991665,419.0,0.013418600000022707,431.0,0.014044399999875168
500.0,50.0,325.0,0.09048430000029839,357.0,0.01365059999989171,370.0,0.0133495000000039
500.0,50.0,376.0,0.06942250000020067,416.0,0.01353579999977228,427.0,0.014779699999962759
500.0,50.0,359.0,0.08034050000014759,391.0,0.016386400000101276,409.0,0.016526400000202557
500.0,50.0,351.0,0.07670910000024378,392.0,0.015500799999699666,397.0,0.015688500000123895
500.0,50.0,341.0,0.07959949999985838,370.0,0.03161009999985254,382.0,0.016864499999883265
500.0,50.0,348.0,0.120149500000025,374.0,0.013043700000253011,387.0,0.014057400000183407
500.0,50.0,366.0,0.07267850000016551,413.0,0.015943399999741814,436.0,0.014084100000218314
500.0,50.0,356.0,0.07272949999969569,400.0,0.013435200000003533,411.0,0.013960600000245904
500.0,50.0,360.0,0.07489799999984825,393.0,0.012517299999672105,405.0,0.015465099999801168
500.0,50.0,367.0,0.07358650000014677,388.0,0.03718750000007276,394.0,0.01484149999987494
500.0,50.0,363.0,0.07410479999998643,405.0,0.012586699999701523,412.0,0.013180999999804044
