#{"t_start": 1669528629.1562078, "env_id": null}
r,l,t
2.5,1,7.231616
11.0,1,7.233609
10.5,1,7.238566
5.5,1,7.240561
3.0,1,7.242597
7.0,1,7.245572
0.5,1,7.249574
4.0,1,7.251532
7.5,1,7.254524
9.5,1,7.256519
-13,1,7.261506
5.5,1,7.263525
9.5,1,7.266488
8.0,1,7.268483
6.0,1,7.273506
9.5,1,7.275503
-13,1,7.277498
9.5,1,7.279454
12.5,1,7.28444
8.0,1,7.286435
6.5,1,7.289427
6.5,1,7.291421
8.5,1,7.295466
-13,1,7.297443
8.5,1,7.300429
3.0,1,7.303439
11.5,1,7.30742
12.5,1,7.30941
2.0,1,7.312382
-13,1,7.314397
10.5,1,7.319352
7.0,1,7.321346
9.0,1,7.324337
3.0,1,7.32636
6.5,1,7.330351
-13,1,7.33331
5.0,1,7.335309
7.0,1,7.3383
7.0,1,7.34229
8.5,1,7.344284
7.0,1,7.347277
7.5,1,7.349267
4.0,1,7.354258
7.0,1,7.356252
12.5,1,7.358277
10.0,1,7.361269
6.5,1,7.365257
6.5,1,7.367221
-13,1,7.370215
-12,1,7.372237
5.0,1,7.376235
5.0,1,7.379222
4.0,1,7.381216
6.0,1,7.383178
2.5,1,7.388168
1.5,1,7.391187
1.5,1,7.393184
10.5,1,7.395181
6.0,1,7.400132
5.5,1,7.403127
12.5,1,7.405122
8.5,1,7.407137
4.0,1,7.412153
6.0,1,7.414142
7.0,1,7.417118
1.0,1,7.41913
6.5,1,7.424095
11.5,1,7.426096
6.0,1,7.428093
2.5,1,7.431081
5.5,1,7.435063
-13,1,7.438062
7.0,1,7.440065
7.0,1,7.44205
7.0,1,7.447042
13.0,1,7.449004
11.0,1,7.45103
13.0,1,7.453993
8.0,1,7.458026
6.0,1,7.460999
5.0,1,7.463003
0.5,1,7.464988
9.0,1,7.469945
5.5,1,7.471939
7.0,1,7.474931
-10,1,7.476926
6.5,1,7.481307
11.0,1,7.483255
8.0,1,7.486245
11.5,1,7.488239
12.5,1,7.492229
3.5,1,7.495221
12.5,1,7.49724
11.5,1,7.500208
-13,1,7.505247
9.0,1,7.507238
7.5,1,7.509232
-10,1,7.511216
13.0,1,7.515217
5.0,1,7.518189
5.0,1,7.521185
3.5,1,7.523178
7.5,1,7.527168
11.0,1,7.529166
9.5,1,7.532156
0.0,1,7.535115
9.5,1,7.539108
4.0,1,7.541103
4.0,1,7.543116
-10,1,7.54612
7.0,1,7.550076
7.5,1,7.553067
8.0,1,7.555064
5.0,1,7.557059
10.0,1,7.562046
6.5,1,7.564085
7.0,1,7.56703
6.0,1,7.569023
6.0,1,7.573049
-10,1,7.576043
6.0,1,7.578032
14.0,1,7.580026
3.0,1,7.584018
8.0,1,7.587017
6.5,1,7.589003
7.5,1,7.590997
6.5,1,7.594989
11.0,1,7.597979
6.5,1,7.599943
10.5,1,7.601937
7.5,1,7.606961
7.5,1,7.608956
4.5,1,7.610945
4.5,1,7.61293
-10,1,7.617925
-10,1,7.619889
5.0,1,7.622916
7.0,1,7.624913
6.5,1,7.628899
9.0,1,7.630891
8.5,1,7.633853
6.5,1,7.636847
-0.5,1,7.641832
1.0,1,7.643856
5.5,1,7.646818
3.5,1,7.64884
-13,1,7.653801
11.0,1,7.655796
6.0,1,7.658817
5.5,1,7.660803
8.0,1,7.664802
7.0,1,7.667761
5.5,1,7.669788
7.5,1,7.671782
5.0,1,7.675773
10.0,1,7.677765
2.5,1,7.680759
12.5,1,7.68272
9.5,1,7.687739
5.0,1,7.689735
3.0,1,7.691728
8.0,1,7.694689
9.0,1,7.698726
6.0,1,7.700673
4.0,1,7.703715
6.5,1,7.705702
3.5,1,7.709693
9.0,1,7.711665
6.5,1,7.714669
-13,1,7.71663
6.5,1,7.720625
9.5,1,7.723614
12.5,1,7.725639
8.5,1,7.727634
9.0,1,7.731593
7.0,1,7.734582
-10,1,7.736607
12.0,1,7.739568
7.0,1,7.743593
5.5,1,7.746584
6.5,1,7.748576
6.5,1,7.751575
3.0,1,7.755557
-1.5,1,7.757519
11.0,1,7.760545
7.0,1,7.762541
7.5,1,7.766498
8.0,1,7.768492
5.0,1,7.77153
4.0,1,7.77351
9.0,1,7.777468
-11,1,7.779462
9.5,1,7.782454
8.5,1,7.784449
5.0,1,7.789469
1.0,1,7.79148
8.0,1,7.793472
10.5,1,7.796469
7.5,1,7.800406
14.5,1,7.802413
-13,1,7.805417
4.0,1,7.807421
3.5,1,7.811409
-0.5,1,7.813406
11.5,1,7.816364
9.5,1,7.81839
3.5,1,7.823351
6.5,1,7.825342
8.0,1,7.827364
8.5,1,7.829358
11.0,1,7.833332
8.5,1,7.836346
8.0,1,7.838342
2.5,1,7.84133
7.0,1,7.845317
10.0,1,7.847312
4.5,1,7.849298
7.0,1,7.851294
2.5,1,7.85626
4.0,1,7.858281
-10,1,7.861273
7.5,1,7.863238
6.5,1,7.868223
6.0,1,7.871254
5.5,1,7.873259
6.0,1,7.875244
9.5,1,7.879225
7.0,1,7.882235
6.5,1,7.884205
2.0,1,7.887198
5.0,1,7.891164
5.0,1,7.893158
11.0,1,7.895153
5.5,1,7.898145
8.0,1,7.902158
6.5,1,7.905176
4.0,1,7.907168
8.0,1,7.90917
10.0,1,7.913105
-13,1,7.9151
12.5,1,7.918093
6.0,1,7.920087
9.5,1,7.924076
9.0,1,7.927068
5.5,1,7.929062
8.5,1,7.931057
9.0,1,7.936045
9.0,1,7.938092
6.0,1,7.940083
9.5,1,7.942064
0.5,1,7.947069
1.0,1,7.949059
4.0,1,7.952001
4.0,1,7.954033
9.0,1,7.959032
8.0,1,7.961026
6.5,1,7.963008
9.5,1,7.966002
9.0,1,7.970984
3.0,1,7.97299
6.0,1,7.974989
10.5,1,7.976958
9.0,1,7.98197
6.0,1,7.984913
6.5,1,7.987937
9.0,1,7.989936
3.5,1,7.993927
4.0,1,7.995918
4.5,1,7.99891
9.5,1,8.000893
6.5,1,8.005858
4.5,1,8.007852
7.0,1,8.009847
0.5,1,8.012839
8.5,1,8.016829
3.0,1,8.019821
6.0,1,8.021815
3.0,1,8.02381
3.0,1,8.028798
6.5,1,8.030791
9.5,1,8.032785
11.0,1,8.035778
-1.0,1,8.039818
6.0,1,8.042809
5.0,1,8.044804
7.0,1,8.046799
6.0,1,8.051759
6.0,1,8.05376
5.0,1,8.056772
4.0,1,8.058765
9.5,1,8.062758
7.0,1,8.065751
6.5,1,8.067716
4.0,1,8.069685
9.5,1,8.074711
8.5,1,8.076706
5.0,1,8.0787
9.0,1,8.080689
8.0,1,8.086655
7.5,1,8.088674
10.5,1,8.090667
8.0,1,8.093622
6.0,1,8.097612
9.0,1,8.10263
12.0,1,8.109623
8.5,1,8.117594
9.0,1,8.12857
5.0,1,8.133518
10.0,1,8.137539
6.0,1,8.141528
12.0,1,8.14851
6.0,1,8.153512
6.0,1,8.157487
6.0,1,8.160475
6.5,1,8.164465
5.0,1,8.167451
4.5,1,8.16942
5.5,1,8.172447
5.5,1,8.176438
5.5,1,8.178431
4.0,1,8.180426
11.0,1,8.182417
5.5,1,8.187374
6.5,1,8.191365
4.0,1,8.196348
2.0,1,8.201334
9.0,1,8.208315
6.0,1,8.213306
7.0,1,8.217338
10.0,1,8.221282
3.0,1,8.226269
7.0,1,8.228264
0.5,1,8.230258
4.5,1,8.23325
6.5,1,8.238245
7.5,1,8.240231
6.0,1,8.243275
4.5,1,8.245266
5.5,1,8.249256
5.5,1,8.252211
8.5,1,8.254245
10.0,1,8.257236
13.0,1,8.261225
7.5,1,8.263221
2.0,1,8.265203
9.0,1,8.268182
8.0,1,8.272146
3.5,1,8.275138
7.5,1,8.277133
6.5,1,8.279128
9.0,1,8.284122
9.5,1,8.286108
4.5,1,8.289099
12.5,1,8.291095
4.5,1,8.296081
3.5,1,8.298076
6.0,1,8.301069
9.0,1,8.303063
6.5,1,8.308049
5.5,1,8.310044
8.5,1,8.31304
11.0,1,8.315033
13.0,1,8.320019
6.5,1,8.323009
6.5,1,8.325004
8.5,1,8.327002
9.0,1,8.331986
10.0,1,8.334979
6.5,1,8.336973
13.0,1,8.339966
6.5,1,8.344952
9.5,1,8.346946
3.5,1,8.349938
7.0,1,8.351934
11.0,1,8.356924
5.0,1,8.358918
5.0,1,8.360913
5.5,1,8.363904
7.0,1,8.367895
8.5,1,8.370887
7.5,1,8.37288
8.5,1,8.375873
8.5,1,8.379862
6.0,1,8.382854
-13,1,8.384846
2.0,1,8.387842
4.5,1,8.392828
-13,1,8.394822
6.5,1,8.396817
6.5,1,8.399807
10.0,1,8.404797
8.5,1,8.40679
8.5,1,8.409782
8.0,1,8.411777
6.5,1,8.415767
3.5,1,8.418755
8.0,1,8.421746
4.5,1,8.424738
11.5,1,8.428732
5.5,1,8.431723
5.0,1,8.43372
1.0,1,8.436706
9.5,1,8.4407
4.5,1,8.443692
4.0,1,8.445687
3.5,1,8.44768
5.0,1,8.453661
11.0,1,8.455663
1.5,1,8.458652
8.0,1,8.460647
-13,1,8.465632
12.5,1,8.469619
9.5,1,8.47261
9.5,1,8.475602
10.0,1,8.479591
6.0,1,8.482586
8.5,1,8.485577
8.0,1,8.487571
8.5,1,8.49256
2.0,1,8.494555
6.5,1,8.497546
12.5,1,8.499541
10.5,1,8.504526
12.0,1,8.506523
10.5,1,8.509514
3.0,1,8.511509
9.5,1,8.515496
-13,1,8.518488
10.0,1,8.520483
10.5,1,8.523475
4.0,1,8.527515
7.0,1,8.529458
12.0,1,8.532454
9.0,1,8.534445
4.5,1,8.539435
9.5,1,8.541425
7.5,1,8.544418
7.0,1,8.546464
7.5,1,8.550403
11.0,1,8.553401
1.5,1,8.555442
4.0,1,8.557422
5.5,1,8.562404
1.0,1,8.565406
10.5,1,8.568354
9.5,1,8.570349
-10,1,8.575368
1.5,1,8.577355
8.0,1,8.579358
2.5,1,8.581342
12.5,1,8.587305
12.0,1,8.590329
-10,1,8.592322
3.0,1,8.594318
3.0,1,8.599309
12.5,1,8.60129
7.5,1,8.604308
8.5,1,8.606261
-13,1,8.610276
9.5,1,8.613234
11.0,1,8.615232
10.5,1,8.618222
4.0,1,8.622211
10.5,1,8.625203
5.0,1,8.627198
13.0,1,8.629193
8.5,1,8.633204
5.0,1,8.636177
12.0,1,8.639168
3.5,1,8.641163
3.0,1,8.645152
7.5,1,8.647147
2.0,1,8.650135
8.0,1,8.652135
2.0,1,8.65712
10.0,1,8.660112
3.5,1,8.662153
10.0,1,8.664129
11.5,1,8.66909
10.5,1,8.671121
4.0,1,8.674109
5.5,1,8.676107
4.5,1,8.680093
4.5,1,8.682086
5.5,1,8.685069
10.0,1,8.687063
10.0,1,8.691061
10.5,1,8.694052
12.0,1,8.696052
8.5,1,8.698042
11.0,1,8.702997
4.0,1,8.705032
-10,1,8.708013
2.0,1,8.710003
6.0,1,8.714
13.0,1,8.716958
-1.5,1,8.718989
1.0,1,8.721981
10.0,1,8.725966
5.0,1,8.727962
7.5,1,8.730953
9.5,1,8.732949
6.0,1,8.737901
2.0,1,8.739899
6.5,1,8.741933
4.5,1,8.744915
6.0,1,8.748875
9.5,1,8.750867
7.0,1,8.753859
11.0,1,8.755857
7.0,1,8.759847
-10,1,8.762878
-13,1,8.764864
4.5,1,8.766831
9.5,1,8.77181
2.0,1,8.773808
8.0,1,8.775825
2.5,1,8.778818
6.5,1,8.782817
4.0,1,8.784799
8.0,1,8.786826
9.0,1,8.789763
4.0,1,8.793757
10.0,1,8.796749
7.0,1,8.798742
10.5,1,8.801731
9.5,1,8.805725
5.0,1,8.808712
6.5,1,8.810707
6.0,1,8.813698
7.5,1,8.817692
4.0,1,8.820681
10.0,1,8.823677
6.5,1,8.826668
12.5,1,8.830658
7.0,1,8.832652
6.5,1,8.83564
4.0,1,8.837639
4.5,1,8.842626
2.5,1,8.844621
5.0,1,8.846615
5.5,1,8.849607
7.0,1,8.85459
11.0,1,8.856589
7.0,1,8.85958
11.5,1,8.861575
8.5,1,8.865565
5.5,1,8.868552
3.5,1,8.871552
8.0,1,8.873543
12.5,1,8.878529
12.5,1,8.880525
8.0,1,8.882519
2.0,1,8.885512
-13,1,8.890494
13.5,1,8.89349
12.5,1,8.895484
9.0,1,8.898476
12.5,1,8.903461
9.0,1,8.906455
5.0,1,8.909447
-13,1,8.911442
4.0,1,8.915427
-13,1,8.918424
6.0,1,8.921411
-10,1,8.923409
5.5,1,8.927395
6.5,1,8.930391
7.0,1,8.932382
6.5,1,8.935375
10.5,1,8.94036
5.0,1,8.942355
6.0,1,8.945347
-10,1,8.947341
2.5,1,8.952329
7.0,1,8.956319
3.0,1,8.959312
9.5,1,8.962303
2.0,1,8.966291
7.5,1,8.969284
6.0,1,8.972275
8.5,1,8.97427
11.0,1,8.979256
8.0,1,8.981251
9.0,1,8.984245
10.5,1,8.986238
10.0,1,8.991224
13.0,1,8.993219
11.5,1,8.995213
6.0,1,8.998205
9.5,1,9.002196
5.5,1,9.005187
8.0,1,9.007181
-13,1,9.010174
1.0,1,9.014163
7.5,1,9.017156
3.0,1,9.01915
-13,1,9.022141
6.0,1,9.026131
10.5,1,9.028125
7.0,1,9.031117
5.5,1,9.033117
10.0,1,9.038106
7.0,1,9.040094
7.0,1,9.043091
8.5,1,9.04508
11.0,1,9.049076
7.5,1,9.052068
9.5,1,9.054058
9.0,1,9.057052
3.5,1,9.061039
10.5,1,9.063033
10.0,1,9.066025
5.5,1,9.068031
3.5,1,9.074008
5.0,1,9.077
4.5,1,9.079987
3.5,1,9.081986
8.0,1,9.085973
12.5,1,9.088965
8.5,1,9.091956
4.5,1,9.093951
7.5,1,9.097991
7.5,1,9.100932
10.0,1,9.102961
4.5,1,9.105923
4.5,1,9.109912
13.0,1,9.112903
7.5,1,9.114899
4.0,1,9.116894
4.0,1,9.121877
9.5,1,9.124872
9.5,1,9.126867
2.0,1,9.12886
1.5,1,9.133852
7.5,1,9.136841
8.5,1,9.138831
2.5,1,9.141826
6.5,1,9.146809
9.5,1,9.148803
9.5,1,9.152794
11.5,1,9.154789
5.0,1,9.159774
10.0,1,9.162812
10.0,1,9.166756
11.0,1,9.169747
0.0,1,9.174735
5.5,1,9.177726
11.0,1,9.179726
4.5,1,9.182714
-13,1,9.188697
-13,1,9.191689
-13,1,9.193683
5.0,1,9.196675
6.0,1,9.202662
2.5,1,9.205651
-13,1,9.207647
-11,1,9.210637
14.0,1,9.215625
6.5,1,9.218616
4.5,1,9.221609
4.0,1,9.223603
4.0,1,9.22859
9.5,1,9.231583
9.0,1,9.233576
9.5,1,9.236569
6.5,1,9.241555
5.0,1,9.244548
8.0,1,9.246542
-10,1,9.249533
6.5,1,9.254522
4.5,1,9.256516
-10,1,9.259508
4.0,1,9.261502
4.5,1,9.266488
3.0,1,9.269481
6.0,1,9.272472
9.5,1,9.274467
8.5,1,9.278462
9.0,1,9.281449
7.5,1,9.283447
4.5,1,9.285439
6.5,1,9.290428
5.0,1,9.292419
9.0,1,9.295413
4.0,1,9.297406
-13,1,9.302394
-13,1,9.304389
7.5,1,9.306419
4.0,1,9.309398
5.5,1,9.314412
7.0,1,9.316405
3.0,1,9.318351
9.0,1,9.321343
6.0,1,9.325333
5.5,1,9.328325
12.0,1,9.330319
9.5,1,9.332314
5.5,1,9.336346
3.5,1,9.339345
8.0,1,9.34133
9.0,1,9.34433
4.5,1,9.34832
11.0,1,9.351264
9.0,1,9.353258
11.0,1,9.355302
3.0,1,9.36029
9.0,1,9.362286
8.5,1,9.364278
7.0,1,9.366264
9.5,1,9.371212
7.0,1,9.373243
11.0,1,9.376245
8.0,1,9.378243
4.0,1,9.382181
9.5,1,9.385176
1.0,1,9.387167
8.0,1,9.39016
13.5,1,9.394202
8.5,1,9.396195
12.0,1,9.398176
9.0,1,9.401131
9.5,1,9.406168
7.5,1,9.408111
8.5,1,9.411106
10.5,1,9.413101
10.0,1,9.41809
2.0,1,9.420084
-13,1,9.424073
4.5,1,9.426066
6.5,1,9.431053
10.0,1,9.433082
3.0,1,9.435041
3.0,1,9.438034
0.5,1,9.442021
4.0,1,9.445013
5.5,1,9.447008
5.5,1,9.449002
2.5,1,9.454031
11.5,1,9.457003
3.0,1,9.459
4.0,1,9.461013
5.5,1,9.464994
11.5,1,9.467952
4.5,1,9.470973
5.5,1,9.47297
5.0,1,9.476956
1.0,1,9.478945
5.5,1,9.481939
5.5,1,9.483942
4.0,1,9.489925
8.0,1,9.491919
7.5,1,9.494913
-13,1,9.496908
10.0,1,9.500864
8.5,1,9.503887
2.5,1,9.505853
0.5,1,9.507882
6.0,1,9.512882
9.5,1,9.514876
10.0,1,9.517819
5.5,1,9.519812
10.0,1,9.524803
9.0,1,9.526797
9.0,1,9.528792
9.0,1,9.531813
6.5,1,9.536769
6.5,1,9.538795
8.0,1,9.541789
2.5,1,9.543781
8.5,1,9.548767
4.5,1,9.551729
4.5,1,9.553731
3.5,1,9.556717
4.0,1,9.561704
8.5,1,9.56374
6.0,1,9.565741
7.0,1,9.568705
8.5,1,9.572706
7.5,1,9.575697
6.5,1,9.577692
-10,1,9.579688
2.0,1,9.583678
4.5,1,9.586669
8.0,1,9.588669
10.5,1,9.590655
7.5,1,9.595663
9.5,1,9.597658
6.0,1,9.599653
6.5,1,9.601594
12.5,1,9.606632
11.5,1,9.608628
5.5,1,9.611603
10.0,1,9.613598
11.5,1,9.617553
10.0,1,9.619584
10.5,1,9.622571
9.5,1,9.624568
9.0,1,9.629523
8.5,1,9.631517
10.0,1,9.633512
6.0,1,9.636502
4.5,1,9.640527
10.0,1,9.643521
2.5,1,9.645513
6.5,1,9.647507
8.5,1,9.651492
10.5,1,9.654469
7.5,1,9.656484
9.0,1,9.658443
9.5,1,9.663429
10.5,1,9.665423
7.0,1,9.667419
9.0,1,9.670442
4.5,1,9.675455
1.0,1,9.677444
1.0,1,9.680437
7.5,1,9.682431
11.5,1,9.686368
7.0,1,9.689395
1.5,1,9.691389
3.5,1,9.693389
1.0,1,9.698388
9.5,1,9.700387
7.5,1,9.702356
6.0,1,9.705318
9.0,1,9.709355
5.5,1,9.711304
6.0,1,9.714342
7.5,1,9.716336
10.0,1,9.721275
8.0,1,9.72327
10.5,1,9.725265
11.0,1,9.728257
2.5,1,9.732294
4.0,1,9.735237
5.0,1,9.737236
-10,1,9.739228
5.5,1,9.744217
9.0,1,9.746212
4.0,1,9.748206
7.5,1,9.751195
4.0,1,9.756217
5.0,1,9.758212
8.0,1,9.760207
-11,1,9.762201
9.0,1,9.766156
-13,1,9.769147
3.0,1,9.771142
1.5,1,9.773137
7.5,1,9.778123
4.5,1,9.780152
5.5,1,9.783144
6.0,1,9.785105
10.5,1,9.790143
3.5,1,9.793132
-13,1,9.795127
3.5,1,9.798119
10.0,1,9.802058
6.5,1,9.805099
9.5,1,9.807093
5.0,1,9.809072
6.5,1,9.814069
7.5,1,9.816061
7.0,1,9.818017
2.5,1,9.821008
9.0,1,9.825033
1.0,1,9.827029
8.0,1,9.829017
10.0,1,9.832017
4.0,1,9.835991
5.0,1,9.837963
9.0,1,9.839993
8.0,1,9.842973
2.5,1,9.846977
4.0,1,9.848969
12.0,1,9.851927
-10,1,9.853922
3.5,1,9.857914
-13,1,9.859946
7.0,1,9.862928
6.5,1,9.864923
10.0,1,9.869902
5.0,1,9.871874
8.5,1,9.874912
8.0,1,9.876894
-13,1,9.880849
-13,1,9.883841
-13,1,9.885836
7.5,1,9.88783
3.0,1,9.892852
10.5,1,9.894845
8.5,1,9.896831
3.0,1,9.899848
3.5,1,9.904831
5.0,1,9.90778
9.0,1,9.909804
1.5,1,9.911798
12.0,1,9.916786
4.0,1,9.91878
9.0,1,9.921762
2.5,1,9.923768
11.0,1,9.927757
8.0,1,9.930748
9.0,1,9.932741
2.5,1,9.934711
11.0,1,9.939729
9.0,1,9.941722
11.5,1,9.943712
2.0,1,9.946708
10.0,1,9.950698
5.0,1,9.953653
6.5,1,9.955647
5.0,1,9.958675
2.5,1,9.962631
9.5,1,9.964625
5.5,1,9.967617
12.0,1,9.969612
2.5,1,9.974653
6.5,1,9.976644
7.5,1,9.978624
7.5,1,9.981632
9.5,1,9.985599
6.5,1,9.988561
9.0,1,9.990606
7.5,1,9.992587
4.0,1,9.997454
11.5,1,9.999449
2.0,1,10.002437
4.0,1,10.004432
6.5,1,10.00944
8.5,1,10.011439
5.0,1,10.01343
7.0,1,10.01541
12.5,1,10.020359
7.5,1,10.022354
-13,1,10.025376
6.0,1,10.02739
11.5,1,10.032363
2.5,1,10.034356
4.5,1,10.037314
4.0,1,10.039309
8.0,1,10.044299
6.5,1,10.046296
11.0,1,10.048331
-13,1,10.051284
6.5,1,10.055315
11.5,1,10.058307
6.0,1,10.060309
4.0,1,10.06228
7.0,1,10.067241
5.0,1,10.069252
9.0,1,10.072222
5.5,1,10.074253
10.0,1,10.078255
10.0,1,10.081233
5.0,1,10.083224
4.0,1,10.085233
5.5,1,10.090176
7.5,1,10.093169
9.0,1,10.095205
11.0,1,10.097185
6.5,1,10.101166
10.5,1,10.104136
7.5,1,10.10613
11.5,1,10.109126
10.5,1,10.113151
11.0,1,10.115144
3.5,1,10.117139
5.0,1,10.120111
6.0,1,10.124119
11.0,1,10.127098
7.0,1,10.129099
-13,1,10.131095
6.0,1,10.135052
2.0,1,10.13808
3.5,1,10.140062
10.0,1,10.143067
4.5,1,10.148071
8.0,1,10.150067
5.5,1,10.152008
4.0,1,10.155024
6.5,1,10.159043
7.5,1,10.161985
3.0,1,10.164022
6.5,1,10.166016
9.5,1,10.170959
5.0,1,10.172989
4.5,1,10.175981
8.5,1,10.177969
3.5,1,10.182979
4.5,1,10.184929
7.0,1,10.186914
7.5,1,10.189905
5.5,1,10.1939
8.0,1,10.196891
5.5,1,10.198929
8.5,1,10.200922
9.0,1,10.205887
12.0,1,10.207862
9.5,1,10.210855
3.0,1,10.21289
3.5,1,10.21687
3.0,1,10.219858
6.5,1,10.221833
3.0,1,10.224817
8.0,1,10.228806
4.5,1,10.231836
1.0,1,10.23382
10.5,1,10.235812
7.5,1,10.24077
2.5,1,10.242765
9.5,1,10.244759
13.0,1,10.246754
5.0,1,10.251741
-13,1,10.254733
7.5,1,10.256758
1.0,1,10.259753
7.0,1,10.263741
6.0,1,10.266725
7.0,1,10.268729
4.5,1,10.272685
7.5,1,10.276726
5.0,1,10.279717
8.5,1,10.281708
5.0,1,10.283704
10.5,1,10.288646
10.0,1,10.290677
-13,1,10.293633
9.0,1,10.295667
5.5,1,10.29965
8.0,1,10.302636
2.5,1,10.304633
6.5,1,10.306632
0.5,1,10.310994
8.5,1,10.312995
7.0,1,10.315997
8.5,1,10.317964
6.0,1,10.322964
10.0,1,10.324956
10.0,1,10.326952
5.5,1,10.328945
12.5,1,10.333899
-10,1,10.335894
5.0,1,10.338937
5.5,1,10.340915
1.0,1,10.345921
7.5,1,10.347914
9.5,1,10.349905
2.5,1,10.352872
5.5,1,10.356887
-13,1,10.359882
11.5,1,10.361878
4.0,1,10.363852
1.5,1,10.368807
4.5,1,10.371834
4.5,1,10.373828
5.5,1,10.375821
8.5,1,10.380807
5.0,1,10.382803
1.0,1,10.385792
4.5,1,10.388788
8.5,1,10.392775
6.5,1,10.394768
9.5,1,10.39775
3.5,1,10.39976
5.0,1,10.404719
7.0,1,10.406738
4.0,1,10.408731
7.5,1,10.411722
12.0,1,10.415731
6.5,1,10.417713
7.5,1,10.420666
8.5,1,10.422699
-13,1,10.427699
10.5,1,10.429675
8.5,1,10.431671
8.5,1,10.433632
3.5,1,10.438619
7.0,1,10.44161
5.5,1,10.443604
11.0,1,10.445637
9.0,1,10.450638
10.0,1,10.452582
-13,1,10.455573
8.5,1,10.457624
8.5,1,10.461557
8.0,1,10.464549
6.5,1,10.466544
11.5,1,10.46854
9.5,1,10.474556
8.5,1,10.477546
7.0,1,10.479544
4.0,1,10.48156
3.5,1,10.486515
14.5,1,10.489482
6.0,1,10.491529
11.5,1,10.493472
10.5,1,10.498459
10.0,1,10.500453
10.0,1,10.503447
11.5,1,10.505441
11.0,1,10.511423
7.5,1,10.513467
8.5,1,10.515465
6.0,1,10.518406
-13,1,10.523414
-10,1,10.525436
2.5,1,10.52742
4.5,1,10.530425
8.5,1,10.534417
12.0,1,10.537381
6.0,1,10.539349
8.5,1,10.54138
3.5,1,10.546364
-10,1,10.54836
-10,1,10.550352
3.0,1,10.552315
2.0,1,10.557334
9.0,1,10.559297
9.0,1,10.56232
3.5,1,10.564315
13.0,1,10.56828
5.0,1,10.571265
9.5,1,10.573259
5.0,1,10.575253
10.0,1,10.580291
6.0,1,10.582284
6.5,1,10.584279
-11,1,10.587252
6.5,1,10.591262
7.5,1,10.594255
8.0,1,10.596248
10.0,1,10.598227
4.5,1,10.60318
7.5,1,10.605174
7.5,1,10.608166
5.0,1,10.61016
8.5,1,10.6142
10.0,1,10.617143
5.5,1,10.620134
7.0,1,10.62313
8.5,1,10.627118
7.0,1,10.629113
-11,1,10.632106
1.5,1,10.6341
7.5,1,10.640084
3.5,1,10.642077
12.0,1,10.644072
6.5,1,10.647096
9.5,1,10.651054
10.5,1,10.653046
-10,1,10.656049
6.5,1,10.658064
6.0,1,10.662446
-13,1,10.664441
7.5,1,10.666434
3.0,1,10.669391
5.0,1,10.673411
2.0,1,10.675406
3.0,1,10.678397
9.0,1,10.680392
2.0,1,10.68435
8.5,1,10.687375
0.5,1,10.690339
11.0,1,10.69236
9.0,1,10.696352
5.5,1,10.699344
5.5,1,10.701339
7.5,1,10.70333
3.0,1,10.708328
3.5,1,10.710313
-13,1,10.713315
10.0,1,10.715307
6.0,1,10.719257
10.0,1,10.722281
6.5,1,10.724278
7.5,1,10.726283
8.5,1,10.731258
3.0,1,10.733254
-13,1,10.735215
6.0,1,10.73824
10.5,1,10.743232
6.5,1,10.746223
12.5,1,10.748213
3.0,1,10.750207
10.0,1,10.755162
10.5,1,10.757191
6.0,1,10.760183
10.0,1,10.76218
5.5,1,10.766172
9.5,1,10.768161
12.5,1,10.771152
7.5,1,10.775149
5.5,1,10.78013
3.0,1,10.782124
2.5,1,10.784117
4.0,1,10.787108
-10,1,10.792094
10.5,1,10.795086
1.5,1,10.797084
10.5,1,10.799075
3.5,1,10.804031
6.0,1,10.806026
9.5,1,10.809017
3.5,1,10.811012
1.5,1,10.815038
2.5,1,10.817027
10.5,1,10.820013
3.0,1,10.821984
6.0,1,10.827003
6.0,1,10.829
8.5,1,10.831004
6.0,1,10.833984
3.5,1,10.837941
11.0,1,10.840969
2.0,1,10.842964
5.0,1,10.844956
10.5,1,10.849946
6.0,1,10.851903
-12,1,10.85493
-13,1,10.856927
-13,1,10.860914
2.5,1,10.863897
7.0,1,10.865899
3.5,1,10.868859
9.0,1,10.87389
4.0,1,10.875841
4.5,1,10.878832
6.5,1,10.880859
7.5,1,10.884851
4.0,1,10.887839
7.5,1,10.889833
5.5,1,10.892832
10.0,1,10.896818
5.5,1,10.898814
9.0,1,10.901796
7.0,1,10.903797
7.0,1,10.908788
6.5,1,10.910782
3.0,1,10.912775
5.5,1,10.914769
11.0,1,10.919723
6.5,1,10.921717
8.0,1,10.924709
11.5,1,10.926703
8.5,1,10.930746
3.0,1,10.93274
6.0,1,10.934731
7.0,1,10.937706
6.5,1,10.941717
8.5,1,10.943707
7.5,1,10.946702
7.0,1,10.948686
2.0,1,10.953652
6.0,1,10.955647
10.5,1,10.957641
7.0,1,10.960674
11.0,1,10.964653
7.0,1,10.966647
2.0,1,10.969605
5.0,1,10.9716
12.0,1,10.975632
6.0,1,10.977615
5.5,1,10.980611
7.0,1,10.982602
5.5,1,10.988556
6.0,1,10.990598
1.5,1,10.992582
7.0,1,10.994563
8.5,1,10.99953
11.5,1,11.002552
8.5,1,11.004513
8.0,1,11.007508
8.5,1,11.011497
3.5,1,11.013491
4.5,1,11.01648
